customer_id,tenure_months,monthly_charges,total_usage_gb,support_tickets,contract_type,payment_delay_days,churn,revenue,churn_risk_score,risk_segment
711,25,1802,996,6,Monthly,16,1,45050,0.8153329885618457,High Risk
712,68,3881,219,1,Monthly,10,0,263908,0.01769949085584913,Low Risk
713,10,3380,758,5,Yearly,58,1,33800,0.9995501553437871,High Risk
714,67,2687,877,1,Yearly,9,0,180029,0.013575351971006872,Low Risk
715,18,1045,840,9,Yearly,56,1,18810,0.9999551079626648,High Risk
716,34,2427,58,5,Yearly,32,1,82518,0.9545986366035101,High Risk
717,8,4652,124,1,Yearly,13,0,37216,0.11008939712338658,Low Risk
718,40,504,164,0,Yearly,36,1,20160,0.3696950607270754,Medium Risk
719,42,3981,658,6,Yearly,7,1,167202,0.49092674562380023,Medium Risk
720,41,3753,512,2,Quarterly,32,1,153873,0.6767395013974923,High Risk
721,6,1862,688,3,Quarterly,6,0,11172,0.128865945961229,Low Risk
722,52,2320,842,5,Quarterly,33,1,120640,0.9412817277752941,High Risk
723,26,3163,720,4,Quarterly,6,0,82238,0.1897265348141893,Low Risk
724,64,3438,995,3,Monthly,6,0,220032,0.044880190050214895,Low Risk
725,59,1773,80,8,Quarterly,40,1,104607,0.9973423785965307,High Risk
726,56,3826,528,5,Monthly,53,1,214256,0.9973595582749807,High Risk
727,59,4159,721,5,Monthly,35,1,245381,0.9583171143115852,High Risk
728,70,3445,345,1,Monthly,54,1,241150,0.9343625011187886,High Risk
729,33,3518,76,5,Yearly,6,0,116094,0.3091068195992826,Medium Risk
730,53,1631,502,6,Monthly,19,1,86443,0.7832584413234822,High Risk
731,22,3136,659,7,Monthly,17,1,68992,0.9327197438548295,High Risk
732,21,3529,763,7,Monthly,44,1,74109,0.9989429209516725,High Risk
733,70,3519,976,8,Yearly,42,1,246330,0.9979456963817799,High Risk
734,70,4877,222,9,Quarterly,40,1,341390,0.9988902097239981,High Risk
735,4,3659,190,2,Quarterly,13,1,14636,0.2064286056461708,Low Risk
736,62,753,775,9,Monthly,39,1,46686,0.9982623033514864,High Risk
737,62,828,622,6,Monthly,52,1,51336,0.9976748193855745,High Risk
738,24,3091,872,6,Quarterly,13,1,74184,0.7678246262231655,High Risk
739,55,3330,608,0,Quarterly,20,0,183150,0.04694309677855782,Low Risk
740,9,3544,706,7,Quarterly,48,1,31896,0.9995665771028089,High Risk
741,3,1920,612,3,Quarterly,58,1,5760,0.9978998775855417,High Risk
742,31,3901,257,4,Monthly,56,1,120931,0.9979962682612686,High Risk
743,40,3392,223,5,Monthly,26,0,135680,0.8906308037368466,High Risk
744,36,1154,368,2,Monthly,45,1,41544,0.9276831513194459,High Risk
745,24,1259,258,4,Quarterly,25,0,30216,0.7851400953969438,High Risk
746,6,2298,647,9,Yearly,26,1,13788,0.99703179362639,High Risk
747,66,3471,932,4,Quarterly,23,0,229086,0.5700426190529665,Medium Risk
748,4,3926,959,0,Quarterly,4,1,15704,0.014292518242465423,Low Risk
749,6,754,890,2,Yearly,41,1,4524,0.9294108824959022,High Risk
750,51,4323,525,2,Yearly,37,1,220473,0.7932892284580813,High Risk
751,62,2376,97,0,Quarterly,27,0,147312,0.09929138673535863,Low Risk
752,57,3257,672,6,Yearly,41,1,185649,0.991557657300244,High Risk
753,66,3124,185,0,Yearly,42,1,206184,0.5243388530110745,Medium Risk
754,8,4621,732,6,Yearly,57,1,36968,0.9997983901566954,High Risk
755,26,3504,435,3,Quarterly,31,1,91104,0.8411442647205734,High Risk
756,51,4234,780,8,Quarterly,23,1,215934,0.9777205875700418,High Risk
757,45,1744,612,6,Yearly,5,1,78480,0.33797234754105066,Medium Risk
758,44,1508,780,4,Monthly,9,0,66352,0.1686769874458376,Low Risk
759,5,4814,933,6,Yearly,45,1,24070,0.998835372042569,High Risk
760,70,2010,712,8,Yearly,51,1,140700,0.9993861291770257,High Risk
761,26,2459,90,9,Quarterly,2,1,63934,0.8435736247871991,High Risk
762,68,3008,936,5,Monthly,6,0,204544,0.15897177629506798,Low Risk
763,19,3182,147,0,Yearly,28,0,60458,0.2744955093451189,Low Risk
764,20,1489,442,5,Monthly,33,1,29780,0.9680678300588135,High Risk
765,12,4784,479,0,Quarterly,6,0,57408,0.01781393748576321,Low Risk
766,47,754,359,3,Monthly,16,0,35438,0.19134770582690933,Low Risk
767,1,4663,135,7,Quarterly,12,1,4663,0.9254455829975162,High Risk
768,14,4952,890,4,Yearly,57,1,69328,0.9989690906799091,High Risk
769,64,755,926,4,Quarterly,20,0,48320,0.38964383382440465,Medium Risk
770,38,1507,877,9,Monthly,30,1,57266,0.9963403203263249,High Risk
771,37,2255,318,7,Monthly,8,1,83435,0.6896819621421842,High Risk
772,11,3071,864,7,Monthly,44,1,33781,0.9991134602153242,High Risk
773,3,4408,239,0,Yearly,46,1,13224,0.9093816868204141,High Risk
774,33,3497,469,4,Monthly,12,0,115401,0.34287049467536024,Medium Risk
775,6,3303,354,4,Monthly,16,0,19818,0.6367494761963606,High Risk
776,50,4265,319,7,Monthly,7,1,213250,0.6410736110202573,High Risk
777,10,4879,962,0,Quarterly,8,0,48790,0.025449951188336806,Low Risk
778,5,3883,29,6,Monthly,8,1,19415,0.7220044660825492,High Risk
779,23,598,890,6,Quarterly,39,1,13754,0.9928200951960086,High Risk
780,10,696,570,8,Monthly,47,1,6960,0.9996656092766691,High Risk
781,44,3029,656,1,Quarterly,51,1,133276,0.9394615445018532,High Risk
782,2,1377,550,2,Quarterly,29,1,2754,0.7100685429295864,High Risk
783,13,2368,569,3,Yearly,6,0,30784,0.11786722059311856,Low Risk
784,40,3165,486,0,Yearly,16,0,126600,0.03552606497159391,Low Risk
785,2,1888,278,6,Quarterly,38,1,3776,0.995533119350648,High Risk
786,65,2915,12,9,Quarterly,37,1,189475,0.9980303354915955,High Risk
787,63,1069,779,2,Yearly,4,0,67347,0.012318292891926845,Low Risk
788,17,3137,25,2,Quarterly,16,0,53329,0.22378971276635642,Low Risk
789,9,1565,615,2,Yearly,39,1,14085,0.9084915308163614,High Risk
790,15,921,367,7,Yearly,57,1,13815,0.9998310730055362,High Risk
791,24,3383,655,8,Monthly,0,1,81192,0.6821588945742738,High Risk
792,38,1704,822,9,Monthly,15,1,64752,0.9651799842870374,High Risk
793,35,1044,848,1,Yearly,16,0,36540,0.06500622158871332,Low Risk
794,49,4666,142,9,Yearly,29,1,228634,0.9961937711774973,High Risk
795,69,4139,321,9,Quarterly,30,1,285591,0.9945216160774722,High Risk
796,62,1723,976,0,Yearly,34,1,106826,0.23074786302206238,Low Risk
797,60,3672,491,8,Yearly,44,1,220320,0.9988192681434532,High Risk
798,50,1267,904,5,Monthly,7,0,63350,0.21392206161156302,Low Risk
799,9,4157,553,8,Yearly,47,1,37413,0.9997812684775129,High Risk
800,34,1154,314,5,Quarterly,55,1,39236,0.9983999356191675,High Risk
801,35,2946,278,1,Yearly,29,0,103110,0.3904231412807036,Medium Risk
802,1,720,423,0,Monthly,38,1,720,0.6667052249931522,High Risk
803,40,4166,34,7,Monthly,20,1,166640,0.9425455486261308,High Risk
804,64,4777,990,2,Monthly,14,0,305728,0.080277718794439,Low Risk
805,22,4902,325,0,Monthly,55,1,107844,0.9648488423625622,High Risk
806,60,3069,580,7,Yearly,33,1,184140,0.9853932017374732,High Risk
807,64,1513,734,0,Quarterly,55,1,96832,0.876112245657168,High Risk
808,11,2551,677,7,Quarterly,59,1,28061,0.9999062142648759,High Risk
809,14,4485,835,0,Quarterly,26,0,62790,0.2662472034770186,Low Risk
810,60,4810,285,8,Yearly,1,1,288600,0.5640971016012891,Medium Risk
811,30,3519,939,8,Yearly,9,1,105570,0.883542120851687,High Risk
812,35,4181,398,8,Yearly,4,1,146335,0.7719674234758969,High Risk
813,37,1943,731,2,Quarterly,26,0,71891,0.4249458745197996,Medium Risk
814,5,4696,453,3,Yearly,3,1,23480,0.11704689520657115,Low Risk
815,26,3510,436,4,Yearly,46,1,91260,0.9913515615732952,High Risk
816,62,1072,66,5,Monthly,12,0,66464,0.3036373473575836,Medium Risk
817,4,1832,706,8,Monthly,16,1,7328,0.9707877758052929,High Risk
818,42,4502,980,3,Quarterly,20,0,189084,0.4313454372735244,Medium Risk
819,18,3634,575,5,Monthly,22,0,65412,0.8822943572481468,High Risk
820,40,4586,730,0,Monthly,32,1,183440,0.3373505851723459,Medium Risk
821,39,725,377,1,Monthly,49,1,28275,0.9073429359484834,High Risk
822,14,4700,950,7,Yearly,59,1,65800,0.9999217106434926,High Risk
823,32,2497,351,3,Monthly,14,0,79904,0.2309832443987358,Low Risk
824,51,1271,814,9,Monthly,13,1,64821,0.9350007730819512,High Risk
825,38,933,861,6,Monthly,8,1,35454,0.4639407893568995,Medium Risk
826,23,3599,313,3,Yearly,43,1,82777,0.9732089918588961,High Risk
827,63,3229,773,8,Quarterly,36,1,203427,0.9954569734200868,High Risk
828,15,3907,383,8,Yearly,29,1,58605,0.9958970322109725,High Risk
829,25,3640,959,3,Yearly,28,0,91000,0.7762569354068152,High Risk
830,17,1365,825,7,Monthly,22,1,23205,0.9646849433886435,High Risk
831,66,3293,121,5,Quarterly,33,1,217338,0.9286705125247217,High Risk
832,53,3411,887,0,Monthly,54,1,180783,0.9067634043388147,High Risk
833,51,2915,15,6,Monthly,54,1,148665,0.9989560269265712,High Risk
834,39,750,939,0,Quarterly,6,0,29250,0.006078158134278027,Low Risk
835,51,4257,712,2,Quarterly,52,1,217107,0.9745351401274404,High Risk
836,70,1418,855,7,Yearly,8,1,99260,0.4862374726857302,Medium Risk
837,6,1673,953,8,Quarterly,49,1,10038,0.9997997238870295,High Risk
838,67,3703,288,2,Yearly,3,0,248101,0.013071932419498137,Low Risk
839,7,932,391,0,Yearly,1,0,6524,0.005991815560359937,Low Risk
840,51,1335,861,0,Monthly,55,1,68085,0.9032177913051503,High Risk
841,42,2746,22,6,Monthly,59,1,115332,0.9995983590941099,High Risk
842,64,2762,312,4,Monthly,26,0,176768,0.6697572416462241,High Risk
843,15,1397,565,0,Quarterly,32,1,20955,0.38412897401132023,Medium Risk
844,29,4132,626,5,Quarterly,31,1,119828,0.9610001662991622,High Risk
845,33,4315,169,5,Yearly,56,1,142395,0.9990702880182951,High Risk
846,27,746,163,3,Yearly,43,1,20142,0.9596792469673447,High Risk
847,36,2929,763,6,Yearly,44,1,105444,0.9965670323316888,High Risk
848,29,1490,190,6,Quarterly,45,1,43210,0.9970358783846184,High Risk
849,38,3810,535,8,Yearly,36,1,144780,0.9976007267458178,High Risk
850,57,1426,189,0,Yearly,26,0,81282,0.08670307681831271,Low Risk
851,27,3938,386,4,Quarterly,27,0,106326,0.863616772869509,High Risk
852,55,3107,813,9,Monthly,2,1,170885,0.7493983297761578,High Risk
853,33,1574,785,2,Quarterly,59,1,51942,0.9920197725527569,High Risk
854,68,4522,177,6,Yearly,58,1,307496,0.9993083571639467,High Risk
855,66,4299,223,3,Monthly,35,1,283734,0.8111200071712723,High Risk
856,10,3651,159,3,Quarterly,48,1,36510,0.9906756483015314,High Risk
857,5,3938,25,0,Monthly,50,1,19690,0.9438018792416266,High Risk
858,38,3991,100,0,Monthly,42,1,151658,0.6984610655040391,High Risk
859,13,1206,129,9,Yearly,7,1,15678,0.9313004676095602,High Risk
860,31,3564,965,1,Quarterly,43,1,110484,0.8666332982957298,High Risk
861,47,1253,262,1,Yearly,49,1,58891,0.8965514829660515,High Risk
862,52,1087,69,0,Quarterly,49,1,56524,0.7788215883688705,High Risk
863,56,1834,275,7,Quarterly,40,1,102704,0.9947105940499649,High Risk
864,15,2347,418,5,Quarterly,36,1,35205,0.9834939042444137,High Risk
865,29,4434,40,5,Monthly,52,1,128586,0.9984530151251235,High Risk
866,8,4426,30,9,Monthly,48,1,35408,0.9999174641405644,High Risk
867,5,3817,740,9,Yearly,44,1,19085,0.9998470088068694,High Risk
868,29,4520,602,8,Quarterly,37,1,131080,0.9984574106712204,High Risk
869,47,3655,298,4,Quarterly,55,1,171785,0.99653489606254,High Risk
870,68,4802,552,3,Monthly,21,0,326536,0.33541435641844125,Medium Risk
871,45,2698,507,5,Quarterly,13,0,121410,0.47557882813505215,Medium Risk
872,2,664,755,7,Yearly,14,1,1328,0.9120871789949628,High Risk
873,27,2498,483,0,Quarterly,54,1,67446,0.9407474010759873,High Risk
874,36,3557,414,6,Quarterly,45,1,128052,0.997261497939137,High Risk
875,36,2584,557,7,Monthly,3,1,93024,0.5226317470747929,Medium Risk
876,26,4928,970,8,Quarterly,17,1,128128,0.9710349410145842,High Risk
877,43,902,141,7,Yearly,0,1,38786,0.32594493154269333,Medium Risk
878,27,913,333,6,Yearly,11,1,24651,0.6380404344416459,High Risk
879,69,544,867,2,Yearly,53,1,37536,0.9504955847671249,High Risk
880,20,4657,141,1,Yearly,40,1,93140,0.8568113098795709,High Risk
881,11,2967,530,2,Monthly,41,1,32637,0.9381887994176485,High Risk
882,38,1367,39,3,Quarterly,52,1,51946,0.9875571176693468,High Risk
883,6,518,636,3,Monthly,59,1,3108,0.9977306837700104,High Risk
884,23,864,310,5,Yearly,49,1,19872,0.9967687863775151,High Risk
885,47,4332,13,6,Quarterly,16,1,203604,0.7814742757580171,High Risk
886,46,1079,334,3,Monthly,18,0,49634,0.2548380206106829,Low Risk
887,12,1045,518,9,Quarterly,35,1,12540,0.9990114945274716,High Risk
888,13,4650,246,5,Yearly,47,1,60450,0.9977456420367947,High Risk
889,62,3539,544,8,Yearly,6,1,219418,0.6971164650566031,High Risk
890,60,4637,25,5,Quarterly,8,0,278220,0.27174618923010685,Low Risk
891,43,4544,543,2,Quarterly,7,0,195392,0.04474567419857432,Low Risk
892,68,4826,593,0,Yearly,24,0,328168,0.0744787107847732,Low Risk
893,5,952,825,9,Monthly,6,1,4760,0.9313069653976985,High Risk
894,37,4461,455,9,Yearly,41,1,165057,0.9995310701019354,High Risk
895,31,1881,512,4,Quarterly,7,0,58311,0.1734506391812814,Low Risk
896,9,1967,965,9,Monthly,23,1,17703,0.9947702209022796,High Risk
897,51,3238,239,9,Yearly,16,1,165138,0.9662986862885583,High Risk
898,29,1716,116,2,Quarterly,11,0,49764,0.07922743581836095,Low Risk
899,40,1380,729,7,Quarterly,45,1,55200,0.9982033394521626,High Risk
900,41,4314,398,9,Quarterly,30,1,176874,0.9971673101561694,High Risk
901,11,3649,729,0,Monthly,11,0,40139,0.033913473646109665,Low Risk
902,23,584,272,1,Monthly,56,1,13432,0.9760812063538654,High Risk
903,1,4644,572,2,Monthly,1,1,4644,0.047000224573095176,Low Risk
904,46,1668,74,2,Monthly,11,0,76728,0.05477418850763183,Low Risk
905,21,4664,274,7,Quarterly,26,1,97944,0.9854278375966193,High Risk
906,36,3629,347,4,Quarterly,45,1,130644,0.9875365021988756,High Risk
907,54,4145,310,7,Monthly,6,1,223830,0.5794622113067088,Medium Risk
908,57,3026,387,5,Monthly,57,1,172482,0.998396110638662,High Risk
909,1,3367,184,1,Quarterly,57,1,3367,0.9908974605499614,High Risk
910,63,4016,972,3,Yearly,12,0,253008,0.11457328266073205,Low Risk
911,54,3867,161,8,Yearly,52,1,208818,0.9997058915529905,High Risk
912,55,2694,485,3,Quarterly,35,1,148170,0.8210134066897327,High Risk
913,40,4055,275,4,Monthly,0,0,162200,0.06964101298125754,Low Risk
914,15,945,338,4,Monthly,48,1,14175,0.993332799473384,High Risk
915,21,4126,982,9,Quarterly,34,1,86646,0.9990089135524941,High Risk
916,47,4516,825,7,Yearly,29,1,212252,0.9830800804613227,High Risk
917,53,4375,172,5,Quarterly,30,0,231875,0.9261199449214123,High Risk
918,9,3837,447,9,Quarterly,16,1,34533,0.9877311591148211,High Risk
919,52,761,352,6,Quarterly,7,1,39572,0.34541737702714015,Medium Risk
920,57,2348,376,5,Monthly,2,0,133836,0.1085511814397203,Low Risk
921,26,4525,474,4,Monthly,58,1,117650,0.998777269618944,High Risk
922,41,2766,759,4,Monthly,9,0,113406,0.20096699246772523,Low Risk
923,35,591,208,2,Yearly,33,1,20685,0.6599922255034605,High Risk
924,63,4722,509,6,Quarterly,21,1,297486,0.8483697941868472,High Risk
925,25,4675,25,9,Quarterly,3,1,116875,0.8927351030183459,High Risk
926,38,3809,830,4,Yearly,31,1,144742,0.899693470588159,High Risk
927,2,1482,305,6,Monthly,28,1,2964,0.9785672410845384,High Risk
928,7,3943,877,1,Quarterly,45,1,27601,0.9412204905212546,High Risk
929,34,3033,520,8,Yearly,10,1,103122,0.8841298722783991,High Risk
930,17,1193,797,7,Monthly,45,1,20281,0.998915581334794,High Risk
931,43,4620,993,4,Monthly,12,0,198660,0.32093822412677214,Medium Risk
932,59,655,248,1,Quarterly,58,1,38645,0.9608132497546303,High Risk
933,51,4088,590,5,Monthly,3,0,208488,0.16626821143599202,Low Risk
934,54,2312,310,7,Yearly,1,1,124848,0.34044594108733023,Medium Risk
935,24,4614,15,6,Monthly,33,1,110736,0.9884496191810711,High Risk
936,25,1907,229,7,Quarterly,42,1,47675,0.9980992184477117,High Risk
937,71,1716,775,3,Yearly,21,0,121836,0.24773840769396252,Low Risk
938,52,1910,462,2,Monthly,4,0,99320,0.017387069826396886,Low Risk
939,70,3997,442,6,Monthly,8,1,279790,0.37225823625813315,Medium Risk
940,33,4872,816,1,Monthly,19,0,160776,0.15258503976958,Low Risk
941,49,1051,879,4,Yearly,20,0,51499,0.48236565738672077,Medium Risk
942,29,3894,395,6,Monthly,16,1,112926,0.8370060054817595,High Risk
943,63,1676,628,0,Quarterly,11,0,105588,0.00840432771019026,Low Risk
944,22,4832,304,3,Yearly,27,0,106304,0.7853746408750506,High Risk
945,26,1497,127,1,Yearly,17,0,38922,0.09506344801411995,Low Risk
946,28,4576,414,5,Monthly,2,0,128128,0.23465578366337225,Low Risk
947,49,3231,689,0,Yearly,4,0,158319,0.004744779105618038,Low Risk
948,71,4437,772,6,Quarterly,59,1,315027,0.9993584210200577,High Risk
949,49,4552,603,2,Yearly,52,1,223048,0.9764488696724836,High Risk
950,20,872,575,0,Quarterly,51,1,17440,0.906798565278399,High Risk
951,63,2748,761,7,Monthly,13,1,173124,0.7367061696742205,High Risk
952,61,1348,887,6,Yearly,47,1,82228,0.9953938749025629,High Risk
953,49,3056,21,1,Quarterly,25,0,149744,0.20277262419223682,Low Risk
954,71,2822,218,6,Monthly,18,1,200362,0.7019235085406196,High Risk
955,1,1003,174,2,Quarterly,40,1,1003,0.9287319560687456,High Risk
956,13,3689,887,8,Yearly,16,1,47957,0.9710467874215755,High Risk
957,51,1202,303,7,Yearly,53,1,61302,0.9993097902798593,High Risk
958,56,4125,920,4,Quarterly,38,1,231000,0.9475806938399628,High Risk
959,62,814,528,6,Monthly,41,1,50468,0.987480540355632,High Risk
960,32,2876,87,2,Monthly,3,0,92032,0.026142807172595314,Low Risk
961,30,1540,443,0,Monthly,41,1,46200,0.642243847958227,High Risk
962,29,4878,586,0,Monthly,34,1,141462,0.4796640660096844,Medium Risk
963,49,3490,623,1,Quarterly,23,0,171010,0.16433116966329564,Low Risk
964,45,757,972,7,Yearly,40,1,34065,0.9953394275100488,High Risk
965,30,1074,878,0,Quarterly,12,0,32220,0.019264479821609337,Low Risk
966,16,2052,821,4,Yearly,32,1,32832,0.9338953497227257,High Risk
967,40,1257,808,8,Yearly,14,1,50280,0.9091904803757438,High Risk
968,19,3310,692,8,Quarterly,14,1,62890,0.9536242406390201,High Risk
969,18,1604,86,1,Quarterly,30,0,28872,0.48557873035121984,Medium Risk
970,1,3959,57,6,Monthly,42,1,3959,0.9981397417196961,High Risk
971,47,4492,776,0,Yearly,27,0,211124,0.16580343978604867,Low Risk
972,66,703,91,2,Monthly,9,0,46398,0.02351370537446771,Low Risk
973,38,3275,904,5,Monthly,56,1,124450,0.998823907894967,High Risk
974,51,2832,730,8,Quarterly,6,1,144432,0.7317938331109025,High Risk
975,63,2492,218,9,Monthly,32,1,156996,0.9957455732883287,High Risk
976,4,2743,454,1,Monthly,6,1,10972,0.03569221652109631,Low Risk
977,1,806,980,6,Monthly,4,1,806,0.5184214129510551,Medium Risk
978,8,2187,605,3,Quarterly,25,0,17496,0.7317688249248803,High Risk
979,29,4609,531,1,Monthly,54,1,133661,0.9765869898990238,High Risk
980,55,2360,38,2,Monthly,15,0,129800,0.08636006408408463,Low Risk
981,3,2461,313,5,Quarterly,59,1,7383,0.9996344784934659,High Risk
982,32,1222,474,9,Quarterly,56,1,39104,0.9999393773171261,High Risk
983,10,1279,511,8,Quarterly,7,1,12790,0.871838774981195,High Risk
984,34,1028,455,7,Yearly,21,1,34952,0.9384747708731754,High Risk
985,55,843,637,9,Quarterly,33,1,46365,0.9963209018298355,High Risk
986,32,4286,499,8,Yearly,39,1,137152,0.9987513902136502,High Risk
987,50,4182,790,3,Quarterly,27,0,209100,0.6410448991720643,High Risk
988,7,708,437,3,Quarterly,45,1,4956,0.9807631919688296,High Risk
989,8,3906,568,8,Quarterly,35,1,31248,0.9986075281025266,High Risk
990,65,1811,368,7,Yearly,55,1,117715,0.999348248294699,High Risk
991,57,2799,969,1,Monthly,46,1,159543,0.838640278851577,High Risk
992,67,3836,100,7,Quarterly,6,1,257012,0.4966667269460745,Medium Risk
993,59,2447,62,0,Yearly,51,1,144373,0.8269008409352252,High Risk
994,54,1419,739,8,Quarterly,39,1,76626,0.9971208609365448,High Risk
995,67,2544,869,8,Monthly,58,1,170448,0.9998164194423955,High Risk
996,51,918,598,7,Yearly,42,1,46818,0.9961381268514445,High Risk
997,8,2249,213,4,Quarterly,27,0,17992,0.8894608048814138,High Risk
998,34,3342,565,4,Quarterly,58,1,113628,0.9983157470001744,High Risk
999,35,1599,165,2,Quarterly,1,0,55965,0.015637424271123794,Low Risk
1000,32,3892,11,4,Monthly,8,0,124544,0.23199460105980438,Low Risk
1001,46,3272,366,3,Yearly,5,0,150512,0.056345109361652566,Low Risk
1002,16,2980,834,0,Quarterly,54,1,47680,0.9557647207855954,High Risk
1003,68,2045,578,8,Quarterly,57,1,139060,0.9997678761397026,High Risk
1004,37,1570,811,9,Yearly,0,1,58090,0.7353705900030545,High Risk
1005,54,2350,992,3,Monthly,2,0,126900,0.027380437760938993,Low Risk
1006,14,4698,67,2,Monthly,9,0,65772,0.1119880301917372,Low Risk
1007,55,3439,263,5,Monthly,36,1,189145,0.9643280063483407,High Risk
1008,48,2403,189,0,Monthly,43,1,115344,0.641127095995197,High Risk
1009,7,1178,502,4,Monthly,22,0,8246,0.7711346259691374,High Risk
1010,7,1488,678,6,Quarterly,32,1,10416,0.9869077429598222,High Risk
1011,33,2975,44,1,Quarterly,8,0,98175,0.025913129823534144,Low Risk
1012,23,2107,84,9,Quarterly,52,1,48461,0.999917654190098,High Risk
1013,19,3369,953,8,Yearly,12,1,64011,0.9383517153759752,High Risk
1014,19,2002,298,5,Monthly,27,0,38038,0.9289827587911604,High Risk
1015,36,2289,380,1,Yearly,50,1,82404,0.9361792487218764,High Risk
1016,29,1925,596,7,Monthly,6,1,55825,0.6538677740880541,High Risk
1017,60,2940,338,7,Monthly,25,1,176400,0.9510115344717301,High Risk
1018,2,2542,599,0,Yearly,15,1,5084,0.06560457397787135,Low Risk
1019,1,1778,776,0,Quarterly,39,1,1778,0.7251062486631872,High Risk
1020,47,3094,786,0,Yearly,57,1,145418,0.9446428038141194,High Risk
1021,69,2936,313,3,Quarterly,25,0,202584,0.42361405617884174,Medium Risk
1022,20,4303,588,3,Monthly,50,1,86060,0.991996357753875,High Risk
1023,11,2705,230,7,Quarterly,38,1,29755,0.9976753105872698,High Risk
1024,2,1527,988,0,Monthly,54,1,3054,0.9617765036119005,High Risk
1025,67,4039,173,9,Monthly,31,1,270613,0.9954566138411278,High Risk
1026,12,3983,489,2,Quarterly,35,1,47796,0.8689683342961558,High Risk
1027,20,2741,464,0,Monthly,41,1,54820,0.7218698229848937,High Risk
1028,5,3265,384,8,Quarterly,56,1,16325,0.9999445573012482,High Risk
1029,37,1673,229,9,Yearly,0,1,61901,0.7376901600768131,High Risk
1030,38,3730,693,8,Monthly,48,1,141740,0.9996169131571265,High Risk
1031,9,3850,263,6,Monthly,20,1,34650,0.9373125019331,High Risk
1032,53,903,731,7,Yearly,12,1,47859,0.7089384904571185,High Risk
1033,44,3225,197,0,Monthly,50,1,141900,0.8634411164312099,High Risk
1034,24,3882,200,4,Yearly,25,0,93168,0.8320574265628601,High Risk
1035,30,4663,398,1,Yearly,44,1,139890,0.898056157297342,High Risk
1036,59,587,224,0,Monthly,8,0,34633,0.005133938183610042,Low Risk
1037,14,1658,384,2,Yearly,36,1,23212,0.8494156995503939,High Risk
1038,9,4773,95,6,Yearly,22,1,42957,0.9576952718248443,High Risk
1039,40,3357,483,0,Yearly,0,0,134280,0.0032034520784929503,Low Risk
1040,66,1881,627,1,Monthly,1,0,124146,0.003731954094669532,Low Risk
1041,25,2564,853,1,Yearly,42,1,64100,0.8505839317803338,High Risk
1042,22,2874,817,3,Quarterly,27,0,63228,0.7446041011630045,High Risk
1043,4,817,540,2,Quarterly,35,1,3268,0.8465581365119874,High Risk
1044,26,2002,56,2,Yearly,30,0,52052,0.6391905820965134,High Risk
1045,58,2542,74,9,Quarterly,40,1,147436,0.9988947817395987,High Risk
1046,29,2522,972,4,Monthly,4,0,73138,0.12981269122407585,Low Risk
1047,37,618,484,2,Yearly,36,1,22866,0.7468782120235565,High Risk
1048,70,1209,155,6,Monthly,24,1,84630,0.8341307631875692,High Risk
1049,18,4057,955,4,Quarterly,7,0,73026,0.26682355337458774,Low Risk
1050,42,4640,807,3,Quarterly,33,1,194880,0.8506164306672548,High Risk
1051,41,4909,391,2,Quarterly,38,1,201269,0.8576570329580354,High Risk
1052,38,3750,75,3,Quarterly,48,1,142500,0.9826270582768841,High Risk
1053,34,917,526,1,Monthly,31,1,31178,0.4132815178972399,Medium Risk
1054,17,3103,102,0,Yearly,57,1,52751,0.9714137878460217,High Risk
1055,37,4354,874,2,Monthly,58,1,161098,0.9926074679359576,High Risk
1056,25,1601,435,1,Yearly,10,0,40025,0.035738419710103345,Low Risk
1057,27,4921,477,0,Quarterly,46,1,132867,0.8600152203506772,High Risk
1058,57,3928,103,0,Quarterly,24,0,223896,0.08534298109840072,Low Risk
1059,31,2761,627,1,Quarterly,2,0,85591,0.01067926237352349,Low Risk
1060,6,4669,142,8,Quarterly,44,1,28014,0.999694774021503,High Risk
1061,40,4134,443,4,Monthly,49,1,165360,0.9929986877529855,High Risk
1062,12,1008,350,8,Yearly,51,1,12096,0.999817493585508,High Risk
1063,53,2879,323,7,Yearly,31,1,152587,0.9827463314040513,High Risk
1064,71,3664,600,5,Quarterly,51,1,260144,0.9948511137282156,High Risk
1065,10,1187,221,0,Monthly,34,1,11870,0.4814737211283568,Medium Risk
1066,45,1792,529,9,Quarterly,31,1,80640,0.9964354104637279,High Risk
1067,17,4405,168,4,Yearly,33,1,74885,0.9548730539307937,High Risk
1068,26,3575,277,0,Yearly,36,1,92950,0.5358968502561047,Medium Risk
1069,62,3709,670,6,Monthly,51,1,229958,0.9980580991584124,High Risk
1070,46,824,871,9,Yearly,4,1,37904,0.7932216965477585,High Risk
1071,64,2493,967,7,Monthly,44,1,159552,0.9968118965716162,High Risk
1072,2,4476,612,7,Quarterly,27,1,8952,0.9916868724134724,High Risk
1073,54,3270,757,6,Quarterly,27,1,176580,0.9359969365055502,High Risk
1074,65,4872,483,1,Monthly,7,0,316680,0.013465511701987082,Low Risk
1075,51,3083,810,4,Quarterly,26,0,157233,0.7393088374188739,High Risk
1076,53,4057,419,3,Monthly,15,0,215021,0.20597744770694668,Low Risk
1077,36,4087,483,4,Quarterly,17,0,147132,0.5295442665104023,Medium Risk
1078,26,651,365,9,Quarterly,24,1,16926,0.9923053464275449,High Risk
